Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
MAYA,Bank Mayapada Internasional Tb,1997-08-29,11714045161,Utama,Financials,560,6559865290160,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10,1227271952,Pengembangan,Energy,8625,10585220586000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-07-10,2022-10-14
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06,1750026639,Utama,Energy,1095,1916279169705,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-04-06,2022-10-14
MBTO,Martina Berto Tbk.,2011-01-13,1070000000,Utama,Consumer Non-Cyclicals,124,132680000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-01-13,2022-10-14
MCAS,M Cash Integrasi Tbk.,2017-11-01,867933300,Pengembangan,Technology,11300,9807646290000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-11-01,2022-10-14
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07,3555560000,Utama,Energy,7150,25422254000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-09-07 09:00:00,2022-10-14 16:00:00,2021-09-07,2022-10-14
MCOR,Bank China Construction Bank I,2007-07-03,37540533209,Utama,Financials,87,3266026389183,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-07-03,2022-10-14
MDIA,Intermedia Capital Tbk.,2014-04-11,39215538400,Utama,Consumer Cyclicals,50,1960776920000,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2014-04-11,2022-10-14
MDKA,Merdeka Copper Gold Tbk.,2015-06-19,22904850815,Pengembangan,Basic Materials,3660,83831753982900,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-06-19,2022-10-14
MDKI,Emdeki Utama Tbk.,2017-09-25,2530150002,Utama,Basic Materials,192,485788800384,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-09-25,2022-10-14
MDLN,Modernland Realty Tbk.,1993-01-18,12533067322,Utama,Properties & Real Estate,102,1278372866844,2021-12-20 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MDRN,Modern Internasional Tbk.,1991-07-16,7632167798,Utama,Industrials,50,381608389900,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MEDC,Medco Energi Internasional Tbk,1994-10-12,25136231252,Utama,Energy,1010,25387593564520,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MEDS,Hetzer Medical Indonesia Tbk.,2022-08-10,1562500000,Pengembangan,Healthcare,208,325000000000,2022-08-10 09:00:00,2022-10-14 15:59:00,2022-08-10 09:00:00,2022-10-14 16:00:00,2022-08-10,2022-10-14
MEGA,Bank Mega Tbk.,2000-04-17,11623514905,Utama,Financials,5775,67125798576375,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MERK,Merck Tbk.,1981-07-23,448000000,Pengembangan,Healthcare,5000,2240000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
META,Nusantara Infrastructure Tbk.,2001-07-18,17710708194,Utama,Infrastructures,142,2514920563548,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-07-18,2022-10-14
MFIN,Mandala Multifinance Tbk.,2005-09-06,2650000000,Pengembangan,Financials,1735,4597750000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2005-09-06,2022-10-14
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29,757581000,Pengembangan,Industrials,770,583337370000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-12-29,2022-10-14
MGLV,Panca Anugrah Wisesa Tbk.,2021-06-08,1904207270,Akselerasi,Consumer Cyclicals,123,234217494210,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-06-08 09:00:00,2022-10-14 16:00:00,2021-06-08,2022-10-14
MGNA,Magna Investama Mandiri Tbk.,2014-07-08,1003080977,Pengembangan,Financials,,,,,,,2014-07-08,2022-10-14
MGRO,Mahkota Group Tbk.,2018-07-12,3554445700,Utama,Consumer Non-Cyclicals,815,2896873245500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-07-12,2022-10-14
MICE,Multi Indocitra Tbk.,2005-12-21,600000000,Pengembangan,Consumer Cyclicals,480,288000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2005-12-21,2022-10-14
MIDI,Midi Utama Indonesia Tbk.,2010-11-30,2882353000,Pengembangan,Consumer Non-Cyclicals,2750,7926470750000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-11-30,2022-10-14
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24,14246349500,Utama,Healthcare,2750,39177461125000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-03-24,2022-10-14
MINA,Sanurhasta Mitra Tbk.,2017-04-28,6562500000,Pengembangan,Consumer Cyclicals,50,328125000000,2021-11-01 09:00:00,2022-07-15 15:59:00,2020-04-16 09:00:00,2022-07-15 16:00:00,2017-04-28,2022-10-14
MIRA,Mitra International Resources ,1997-01-30,3961452039,Pengembangan,Transportation & Logistic,50,198072601950,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MITI,Mitra Investindo Tbk.,1997-07-16,2442988366,Pengembangan,Energy,149,364005266534,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26,5500000000,Pengembangan,Consumer Cyclicals,50,275000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-10-26,2022-10-14
MKPI,Metropolitan Kentjana Tbk.,2009-07-10,948194000,Pengembangan,Properties & Real Estate,22800,21618823200000,2022-01-17 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2009-07-10,2022-10-14
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15,2107000000,Utama,Consumer Non-Cyclicals,8500,17909500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MLIA,Mulia Industrindo Tbk,1994-01-17,1323000000,Pengembangan,Industrials,520,687960000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MLPL,Multipolar Tbk.,1989-11-06,15682323987,Utama,Industrials,118,1850514230466,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MLPT,Multipolar Technology Tbk.,2013-07-08,1875000000,Utama,Technology,2190,4106250000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-07-08,2022-10-14
MMLP,Mega Manunggal Property Tbk.,2015-06-12,6889134608,Pengembangan,Properties & Real Estate,460,3169001919680,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-06-12,2022-10-14
MNCN,Media Nusantara Citra Tbk.,2007-06-22,15049787710,Utama,Consumer Cyclicals,780,11738834413800,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-06-22,2022-10-14
MOLI,Madusari Murni Indah Tbk.,2018-08-30,2724036581,Pengembangan,Basic Materials,260,708249511060,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-08-30,2022-10-14
MORA,Mora Telematika Indonesia Tbk.,2022-08-08,23646668691,Utama,Infrastructures,570,13478601153870,2022-08-08 09:00:00,2022-10-14 15:59:00,2022-08-08 09:00:00,2022-10-14 16:00:00,2022-08-08,2022-10-14
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29,4462963276,Utama,Consumer Cyclicals,995,4440648459620,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-05-29,2022-10-14
MPOW,Megapower Makmur Tbk.,2017-07-05,816997053,Pengembangan,Infrastructures,86,70261746558,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-07-05,2022-10-14
MPPA,Matahari Putra Prima Tbk.,1992-12-21,8477734948,Utama,Consumer Non-Cyclicals,125,1059716868500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MPRO,Maha Properti Indonesia Tbk.,2018-10-09,9942500000,Pengembangan,Properties & Real Estate,675,6711187500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-10-09,2022-10-14
MRAT,Mustika Ratu Tbk.,1995-07-27,428000000,Utama,Consumer Non-Cyclicals,368,157504000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MREI,Maskapai Reasuransi Indonesia ,1989-09-04,517791681,Pengembangan,Financials,4240,2195436727440,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MSIN,MNC Digital Entertainment Tbk.,2018-06-08,11444400000,Utama,Consumer Cyclicals,5025,57508110000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-06-08,2022-10-14
MSKY,MNC Sky Vision Tbk.,2012-07-09,1994370480,Utama,Consumer Cyclicals,228,454716469440,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-07-09,2022-10-14
MTDL,Metrodata Electronics Tbk.,1990-04-09,12276884585,Utama,Technology,565,6936439790525,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MTEL,Dayamitra Telekomunikasi Tbk.,2021-11-22,83515452844,Utama,Infrastructures,715,59713548783460,2021-11-22 09:00:00,2022-10-14 15:59:00,2021-11-22 09:00:00,2022-10-14 16:00:00,2021-11-22,2022-10-14
MTFN,Capitalinc Investment Tbk.,1990-04-16,31842082852,Pengembangan,Energy,50,1592104142600,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MTLA,Metropolitan Land Tbk.,2011-06-20,7655126330,Utama,Properties & Real Estate,338,2587432699540,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-06-20,2022-10-14
MTMH,Murni Sadar Tbk.,2022-04-20,2068526950,Utama,Healthcare,1875,3878488031250,2022-04-20 09:00:00,2022-10-14 15:59:00,2022-04-20 09:00:00,2022-10-14 16:00:00,2022-04-20,2022-10-14
MTPS,Meta Epsi Tbk.,2019-04-10,2084850829,Pengembangan,Infrastructures,50,104242541450,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-04-10,2022-10-14
MTRA,Mitra Pemuda Tbk.,2016-02-10,770000000,Pengembangan,Infrastructures,,,,,,,2016-02-10,2022-10-14
MTSM,Metro Realty Tbk.,1992-01-08,232848000,Pengembangan,Properties & Real Estate,164,38187072000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MTWI,Malacca Trust Wuwungan Insuran,2017-10-12,1525819116,Pengembangan,Financials,147,224295410052,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-10-12,2022-10-14
MYOH,Samindo Resources Tbk.,2000-07-27,2206312500,Utama,Energy,1560,3441847500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MYOR,Mayora Indah Tbk.,1990-07-04,22358699725,Utama,Consumer Non-Cyclicals,2160,48294791406000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
MYRX,Hanson International Tbk.,1990-10-31,86703220792,Pengembangan,Properties & Real Estate,,,,,,,2001-04-16,2022-10-14
MYTX,Asia Pacific Investama Tbk.,1989-10-10,7747281949,Utama,Consumer Cyclicals,56,433847789144,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
NANO,Nanotech Indonesia Global Tbk.,2022-03-10,4285000000,Akselerasi,Consumer Non-Cyclicals,46,197110000000,2022-03-10 09:00:00,2022-10-14 15:59:00,2022-03-10 09:00:00,2022-10-14 16:00:00,2022-03-10,2022-10-14
NASA,Andalan Perkasa Abadi Tbk.,2017-08-07,11004929322,Pengembangan,Consumer Cyclicals,50,550246466100,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-08-07,2022-10-14
NASI,Wahana Inti Makmur Tbk.,2021-12-13,807400000,Pengembangan,Consumer Non-Cyclicals,120,96888000000,2021-12-13 09:00:00,2022-10-14 15:59:00,2021-12-13 09:00:00,2022-10-14 16:00:00,2021-12-13,2022-10-14
NATO,Surya Permata Andalan Tbk.,2019-01-18,8001111504,Pengembangan,Consumer Cyclicals,500,4000555752000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-01-18,2022-10-14
NELY,Pelayaran Nelly Dwi Putri Tbk.,2012-10-11,2350000000,Pengembangan,Transportation & Logistic,288,676800000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-10-11,2022-10-14
NETV,Net Visi Media Tbk.,2022-01-26,23453177240,Pengembangan,Consumer Cyclicals,232,5441137119680,2022-01-26 09:00:00,2022-10-14 15:59:00,2022-01-26 09:00:00,2022-10-14 16:00:00,2022-01-26,2022-10-14
NFCX,NFC Indonesia Tbk.,2018-07-12,666667500,Pengembangan,Technology,12200,8133343500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-07-12,2022-10-14
NICK,Charnic Capital Tbk.,2018-05-02,651150000,Pengembangan,Financials,424,276087600000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-05-02,2022-10-14
NICL,PAM Mineral Tbk.,2021-07-09,9662504494,Pengembangan,Basic Materials,90,869625404460,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-07-09 09:00:00,2022-10-14 16:00:00,2021-07-09,2022-10-14
NIKL,Pelat Timah Nusantara Tbk.,2009-12-14,2523350000,Utama,Basic Materials,700,1766345000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2009-12-14,2022-10-14
NIPS,Nipress Tbk.,1991-07-24,1635333332,Pengembangan,Consumer Cyclicals,,,,,,,,
NIRO,City Retail Developments Tbk.,2012-09-13,22198871804,Pengembangan,Properties & Real Estate,142,3152239796168,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-09-13,2022-10-14
NISP,Bank OCBC NISP Tbk.,1994-10-20,22715776032,Utama,Financials,710,16128200982720,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
NOBU,Bank Nationalnobu Tbk.,2013-05-20,4556256627,Utama,Financials,560,2551503711120,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-05-20,2022-10-14
NPGF,Nusa Palapa Gemilang Tbk.,2021-04-14,3240235840,Utama,Basic Materials,53,171732499520,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-04-14 09:00:00,2022-10-14 16:00:00,2021-04-14,2022-10-14
NRCA,Nusa Raya Cipta Tbk.,2013-06-27,2496258344,Utama,Infrastructures,298,743884986512,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-06-27,2022-10-14
NTBK,Nusatama Berkah Tbk.,2022-02-09,2700000000,Pengembangan,Industrials,50,135000000000,2022-02-09 09:00:00,2022-10-14 15:59:00,2022-02-09 09:00:00,2022-10-14 16:00:00,2022-02-09,2022-10-14
NUSA,Sinergi Megah Internusa Tbk.,2018-07-12,7700000148,Pengembangan,Consumer Cyclicals,50,385000007400,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-12,2022-10-14
NZIA,Nusantara Almazia Tbk.,2019-09-25,2197540705,Utama,Properties & Real Estate,138,303260617290,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-09-25,2022-10-14
OASA,Protech Mitra Perkasa Tbk.,2016-07-18,358600000,Pengembangan,Infrastructures,865,310189000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2016-07-18,2022-10-14
OBMD,OBM Drilchem Tbk.,2021-12-08,732000000,Pengembangan,Basic Materials,304,222528000000,2021-12-08 09:00:00,2022-10-14 15:59:00,2021-12-08 09:00:00,2022-10-14 16:00:00,2021-12-08,2022-10-14
OCAP,Onix Capital Tbk.,2003-10-10,273200000,Pengembangan,Financials,159,43438800000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2003-10-10,2022-10-14
OILS,Indo Oil Perkasa Tbk.,2021-09-06,454003386,Pengembangan,Consumer Non-Cyclicals,202,91708683972,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-09-06 09:00:00,2022-10-14 16:00:00,2021-09-06,2022-10-14
OKAS,Ancora Indonesia Resources Tbk,2006-03-29,1765927777,Pengembangan,Basic Materials,157,277250660989,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2006-03-29,2022-10-14
OLIV,Oscar Mitra Sukses Sejahtera T,2022-05-17,1900000000,Akselerasi,Consumer Cyclicals,32,60800000000,2022-05-23 09:00:00,2022-10-14 15:59:00,2022-05-23 09:00:00,2022-10-14 16:00:00,2022-05-23,2022-10-14
OMRE,Indonesia Prima Property Tbk,1994-08-22,1745000000,Pengembangan,Properties & Real Estate,570,994650000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
OPMS,Optima Prima Metal Sinergi Tbk,2019-09-23,1000000000,Pengembangan,Basic Materials,116,116000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-09-23,2022-10-14
PADI,Minna Padi Investama Sekuritas,2012-01-09,11307246524,Utama,Financials,50,565362326200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-01-09,2022-10-14
PALM,Provident Agro Tbk.,2012-10-08,7119540356,Pengembangan,Consumer Non-Cyclicals,780,5553241477680,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-10-08,2022-10-14
PAMG,Bima Sakti Pertiwi Tbk.,2019-07-05,3125000000,Utama,Properties & Real Estate,82,256250000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-05,2022-10-14
PANI,Pratama Abadi Nusa Industri Tb,2018-09-18,410000000,Pengembangan,Consumer Non-Cyclicals,875,358750000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-09-18,2022-10-14
PANR,Panorama Sentrawisata Tbk.,2001-09-18,1200000000,Utama,Consumer Cyclicals,294,352800000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-09-18,2022-10-14
PANS,Panin Sekuritas Tbk.,2000-05-31,720000000,Utama,Financials,1845,1328400000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PBID,Panca Budi Idaman Tbk.,2017-12-13,1875000000,Utama,Basic Materials,1650,3093750000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-12-13,2022-10-14
PBRX,Pan Brothers Tbk.,1990-08-16,6478295611,Utama,Consumer Cyclicals,75,485872170825,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PBSA,Paramita Bangun Sarana Tbk.,2016-09-28,1500000000,Utama,Infrastructures,300,450000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2016-09-28,2022-10-14
PCAR,Prima Cakrawala Abadi Tbk.,2017-12-29,1166666700,Pengembangan,Consumer Non-Cyclicals,165,192500005500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-12-29,2022-10-14
PDES,Destinasi Tirta Nusantara Tbk,2008-07-08,715000000,Pengembangan,Consumer Cyclicals,308,220220000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2008-07-08,2022-10-14
PEGE,Panca Global Kapital Tbk.,2005-06-24,2833417056,Pengembangan,Financials,650,1841721086400,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2005-06-24,2022-10-14
PEHA,Phapros Tbk.,2018-12-26,840000000,Utama,Healthcare,860,722400000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-12-26,2022-10-14
PGAS,Perusahaan Gas Negara Tbk.,2003-12-15,24241508196,Utama,Energy,1800,43634714752800,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2003-12-15,2022-10-14
PGJO,Tourindo Guide Indonesia Tbk.,2020-01-08,759859095,Akselerasi,Technology,73,55469713935,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-01-08,2022-10-14
PGLI,Pembangunan Graha Lestari Inda,2000-04-05,488000000,Pengembangan,Consumer Cyclicals,254,123952000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PGUN,Pradiksi Gunatama Tbk.,2020-07-07,4998360000,Utama,Consumer Non-Cyclicals,620,3098983200000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-07-07 09:00:00,2022-10-14 16:00:00,2020-07-07,2022-10-14
PICO,Pelangi Indah Canindo Tbk,1996-09-23,568375000,Pengembangan,Basic Materials,424,240991000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PJAA,Pembangunan Jaya Ancol Tbk.,2004-07-02,1599999996,Utama,Consumer Cyclicals,725,1159999997100,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2004-07-02,2022-10-14
PKPK,Perdana Karya Perkasa Tbk,2007-07-11,600000000,Pengembangan,Energy,302,181200000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-07-11,2022-10-14
PLAN,Planet Properindo Jaya Tbk.,2020-09-15,892863102,Akselerasi,Consumer Cyclicals,32,28571619264,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-09-15 09:00:00,2022-10-14 16:00:00,2020-09-15,2022-10-14
PLAS,Polaris Investama Tbk,2001-03-16,1184200000,Pengembangan,Financials,50,59210000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PLIN,Plaza Indonesia Realty Tbk.,1992-06-15,3550000000,Utama,Properties & Real Estate,2230,7916500000000,2021-12-27 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PMJS,Putra Mandiri Jembar Tbk.,2019-12-18,13755600000,Pengembangan,Consumer Cyclicals,163,2242162800000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-12-18,2022-10-14
PMMP,Panca Mitra Multiperdana Tbk.,2020-12-18,2353000000,Utama,Consumer Non-Cyclicals,380,894140000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-12-18 09:00:00,2022-10-14 16:00:00,2020-12-18,2022-10-14
PNBN,Bank Pan Indonesia Tbk,1982-12-29,23837645998,Utama,Financials,2400,57210350395200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PNBS,Bank Panin Dubai Syariah Tbk.,2014-01-15,38425504906,Utama,Financials,89,3419869936634,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-01-15,2022-10-14
PNGO,Pinago Utama Tbk.,2020-08-31,781250000,Pengembangan,Basic Materials,1270,992187500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-08-31 09:00:00,2022-10-14 16:00:00,2020-08-31,2022-10-14
PNIN,Paninvest Tbk.,1983-09-20,4068323920,Utama,Financials,1615,6570343130800,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PNLF,Panin Financial Tbk.,1983-06-14,32022073293,Utama,Financials,635,20334016541055,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
PNSE,Pudjiadi & Sons Tbk.,1990-05-01,797813496,Pengembangan,Consumer Cyclicals,498,397311121008,2021-11-01 09:00:00,2022-10-07 15:59:00,2020-04-16 09:00:00,2022-10-07 16:00:00,2001-04-16,2022-10-14
POLA,Pool Advista Finance Tbk.,2018-11-16,2729385000,Pengembangan,Financials,84,229268340000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-11-16,2022-10-14
